compound_name,name,kegg_id,inchi_key,pubchem_compound_id,formula,hmdb_id,chebi_id,lipidmaps_id,rt_peak,mz,adduct,polarity,compound_id,chromatography,source,feature_id,gnps_score,gnps_compound_name,cluster_id,cluster_label
UT_HILIC_NEG_12765,Spectral Match to D-Lyxose from NIST14,,SRBFZHDQGSBBOR-AGQMPKSLSA-N,,C5H10O5,,,,2.3572705,149.04535746768892,M-H,neg,UT_HILIC_NEG_12765,HILIC,untargeted,12765.0,0.732276,Spectral Match to D-Lyxose from NIST14,4.0,upregulated
UT_HILIC_NEG_25931,guanine CollisionEnergy:102040,,UYTPUPDQBNUYGX-UHFFFAOYSA-N,,C5H5N5O,,,,5.8723207,150.0419779043873,M-H,neg,UT_HILIC_NEG_25931,HILIC,untargeted,25931.0,0.994554,guanine CollisionEnergy:102040,1.0,insignificant
UT_HILIC_NEG_13214,XANTHINE,,LRFVTYWOQMYALW-UHFFFAOYSA-N,,C5H4N4O2,,,,2.5000105,151.02595358746984,M-H,neg,UT_HILIC_NEG_13214,HILIC,untargeted,13214.0,0.929559,XANTHINE,1.0,insignificant
UT_HILIC_NEG_9865,3-Methylsalicylic acid,,WHSXTWFYRGOBGO-UHFFFAOYSA-N,,C8H8O3,,,,1.6917374,151.0398937183653,[M-H]-,neg,UT_HILIC_NEG_9865,HILIC,untargeted,9865.0,0.967863,3-Methylsalicylic acid,0.0,downregulated
UT_HILIC_NEG_19841,Ribitol///ribitol///D-ribitol CollisionEnergy:102040,,HEBKCHPVOIAQTA-ZXFHETKHSA-N,,C5H12O5,,,,4.3178124,151.06096202525683,M-H,neg,UT_HILIC_NEG_19841,HILIC,untargeted,19841.0,0.85514,Ribitol///ribitol///D-ribitol CollisionEnergy:102040,3.0,upregulated
UT_HILIC_NEG_16141,ARABITOL(D),,HEBKCHPVOIAQTA-QWWZWVQMSA-N,,C5H12O5,,,,3.5035355,151.0609267418455,[M-H]-,neg,UT_HILIC_NEG_16141,HILIC,untargeted,16141.0,0.901445,ARABITOL(D),3.0,upregulated
UT_HILIC_NEG_56698,L-histidine CollisionEnergy:102040,,HNDVDQJCIGZPNO-YFKPBYRVSA-N,,C6H9N3O2,,,,14.792846,154.06192958250895,M-H,neg,UT_HILIC_NEG_56698,HILIC,untargeted,56698.0,0.985806,L-histidine CollisionEnergy:102040,0.0,downregulated
UT_HILIC_NEG_28195,Orotic acid,,PXQPEWDEAKTCGB-UHFFFAOYSA-N,,C5H4N2O4,,,,6.424463,155.00961135496394,[M-H]-,neg,UT_HILIC_NEG_28195,HILIC,untargeted,28195.0,0.943444,Orotic acid,4.0,upregulated
UT_HILIC_NEG_56476,Massbank: L-alanyl-L-alanine|(2S)-2-[[(2S)-2-aminopropanoyl]amino]propanoic acid,,DEFJQIDDEAULHB-IMJSIDKUSA-N,,C6H12N2O3,,,,14.756249,159.07723831595928,M-H,neg,UT_HILIC_NEG_56476,HILIC,untargeted,56476.0,0.911502,Massbank: L-alanyl-L-alanine|(2S)-2-[[(2S)-2-aminopropanoyl]amino]propanoic acid,0.0,downregulated
UT_HILIC_NEG_6521,3-Carboxyindole - 40.0 eV,,KMAKOBLIOCQGJP-UHFFFAOYSA-N,,C9H7NO2,,,,1.2038366,160.04062177844006,M-H,neg,UT_HILIC_NEG_6521,HILIC,untargeted,6521.0,0.747461,3-Carboxyindole - 40.0 eV,0.0,downregulated
UT_HILIC_NEG_58199,ALPHA-AMINOADIPIC ACID,,OYIFNHCXNCRBQI-BYPYZUCNSA-N,,C6H11NO4,,,,15.544249,160.06127147550902,M-H,neg,UT_HILIC_NEG_58199,HILIC,untargeted,58199.0,0.978855,ALPHA-AMINOADIPIC ACID,1.0,insignificant
UT_HILIC_NEG_54575,2-HYDROXYHEXANEDIOIC ACID,,OTTXIFWBPRRYOG-UHFFFAOYSA-N,,C6H10O5,,,,13.913575,161.04530087874048,M-H,neg,UT_HILIC_NEG_54575,HILIC,untargeted,54575.0,0.828743,2-HYDROXYHEXANEDIOIC ACID,1.0,insignificant
UT_HILIC_NEG_54705,L-methionine sulfoxide,,QEFRNWWLZKMPFJ-YGVKFDHGSA-N,,,,,,13.9613085,164.03853436851534,[M-H]-,neg,UT_HILIC_NEG_54705,HILIC,untargeted,54705.0,0.888061,L-methionine sulfoxide,0.0,downregulated
UT_HILIC_NEG_12923,Massbank:LU105553 Phthalic acid,,XNGIFLGASWRNHJ-UHFFFAOYSA-N,,C8H6O4,,,,2.552793,165.01902421786207,M-H,neg,UT_HILIC_NEG_12923,HILIC,untargeted,12923.0,0.974786,Massbank:LU105553 Phthalic acid,1.0,insignificant
UT_HILIC_NEG_54674,CYSTEIC ACID,,XVOYSCVBGLVSOL-UHFFFAOYSA-N,,C3H7NO5S,,,,13.966294,167.99680812380709,M-H,neg,UT_HILIC_NEG_54674,HILIC,untargeted,54674.0,0.982518,CYSTEIC ACID,1.0,insignificant
UT_HILIC_NEG_12592,pyridoxine,,LXNHXLLTXMVWPM-UHFFFAOYSA-N,,C8H11NO3,,,,2.2797427,168.06631919346404,[M-H]-,neg,UT_HILIC_NEG_12592,HILIC,untargeted,12592.0,0.902618,pyridoxine,4.0,upregulated
UT_HILIC_NEG_9949,4_hydroxy_benzoic_acid_Vanillic acid,,WKOLLVMJNQIZCI-UHFFFAOYSA-N,,C8H8O4,,,,1.6562831,169.0505109904477,M+H,neg,UT_HILIC_NEG_9949,HILIC,untargeted,9949.0,0.761063,4_hydroxy_benzoic_acid_Vanillic acid,0.0,downregulated
UT_HILIC_NEG_55668,GLYCEROL 2-PHOSPHATE,,DHCLVCXQIBBOPH-UHFFFAOYSA-N,,C3H9O6P,,,,14.481027,171.00651725080945,M-H,neg,UT_HILIC_NEG_55668,HILIC,untargeted,55668.0,0.987423,GLYCEROL 2-PHOSPHATE,1.0,insignificant
UT_HILIC_NEG_56868,n-Glycerol 3-Phosphate - 40.0 eV,,,,,,,,14.929428,171.0063705725844,Unknown,neg,UT_HILIC_NEG_56868,HILIC,untargeted,56868.0,0.987502,n-Glycerol 3-Phosphate - 40.0 eV,1.0,insignificant
UT_HILIC_NEG_7684,DEHYDROASCORBIC ACID - 40.0 eV,,SBJKKFFYIZUCET-UHFFFAOYSA-N,,C6H6O6,,,,1.3109106,173.00862908305277,M-H,neg,UT_HILIC_NEG_7684,HILIC,untargeted,7684.0,0.847015,DEHYDROASCORBIC ACID - 40.0 eV,,
UT_HILIC_NEG_60747,L-arginine CollisionEnergy:102040,,ODKSFYDXXFIFQN-BYPYZUCNSA-N,,C6H14N4O2,,,,16.906967,173.10415603541088,M-H,neg,UT_HILIC_NEG_60747,HILIC,untargeted,60747.0,0.981591,L-arginine CollisionEnergy:102040,1.0,insignificant
UT_HILIC_NEG_56597,L-citrulline,,RHGKLRLOHDJJDR-BYPYZUCNSA-N,,C6H13N3O3,,,,14.786982,174.08818561203768,[M-H]-,neg,UT_HILIC_NEG_56597,HILIC,untargeted,56597.0,0.978292,L-citrulline,0.0,downregulated
UT_HILIC_NEG_23318,fMet CollisionEnergy:102040,,PYUSHNKNPOHWEZ-UHFFFAOYSA-N,,C6H11NO3S,,,,5.140709,176.03833927244204,M-H,neg,UT_HILIC_NEG_23318,HILIC,untargeted,23318.0,0.80915,fMet CollisionEnergy:102040,4.0,upregulated
UT_HILIC_NEG_15145,L-Gulonolactone CollisionEnergy:102040,,SXZYCXMUPBBULW-SKNVOMKLSA-N,,C6H10O6,,,,3.1307201,177.04024467663888,M-H,neg,UT_HILIC_NEG_15145,HILIC,untargeted,15145.0,0.835276,L-Gulonolactone CollisionEnergy:102040,2.0,upregulated
UT_HILIC_NEG_41564,"Massbank:RP022811 D-Galactose|alpha-D-galactose|(2S,3R,4S,5R,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",,WQZGKKKJIJFFOK-PHYPRBDBSA-N,,C6H12O6,,,,8.722701,179.05614396965868,M-H,neg,UT_HILIC_NEG_41564,HILIC,untargeted,41564.0,0.72953,"Massbank:RP022811 D-Galactose|alpha-D-galactose|(2S,3R,4S,5R,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",3.0,upregulated
UT_HILIC_NEG_9840,"2-(cyclopropylmethyl)-4-methyl-1,3-oxazole-5-carboxylic acid",,HSKDUEFPFDTNNT-UHFFFAOYSA-N,,C9H11NO3,,,,1.6704481,180.0664303719624,[M-H]-,neg,UT_HILIC_NEG_9840,HILIC,untargeted,9840.0,0.782589,"2-(cyclopropylmethyl)-4-methyl-1,3-oxazole-5-carboxylic acid",0.0,downregulated
UT_HILIC_NEG_38320,Sorbitol,,FBPFZTCFMRRESA-JGWLITMVSA-N,,C6H14O6,,,,7.920298,181.07155245253588,M+H,neg,UT_HILIC_NEG_38320,HILIC,untargeted,38320.0,0.915861,Sorbitol,3.0,upregulated
UT_HILIC_NEG_12833,4-PYRIDOXATE,,HXACOUQIXZGNBF-UHFFFAOYSA-N,,C8H9NO4,,,,2.428405,182.0457959982708,M-H,neg,UT_HILIC_NEG_12833,HILIC,untargeted,12833.0,0.857181,4-PYRIDOXATE,4.0,upregulated
UT_HILIC_NEG_61637,3-PHOSPHOGLYCERIC ACID,,OSJPPGNTCRNQQC-UHFFFAOYSA-N,,C3H7O7P,,,,17.146517,184.9845168521347,M-H,neg,UT_HILIC_NEG_61637,HILIC,untargeted,61637.0,0.722571,3-PHOSPHOGLYCERIC ACID,1.0,insignificant
UT_HILIC_NEG_4352,Spectral Match to p-Tolyl Sulfate from METLIN,,WGNAKZGUSRVWRH-UHFFFAOYSA-N,,C7H8O4S,,,,0.96908236,187.0069627278721,M-H,neg,UT_HILIC_NEG_4352,HILIC,untargeted,4352.0,0.721199,Spectral Match to p-Tolyl Sulfate from METLIN,4.0,upregulated
UT_HILIC_NEG_52703,Gly-Leu - 40.0 eV,,DKEXFJVMVGETOO-LURJTMIESA-N,,C8H16N2O3,,,,13.182278,187.1085391458024,M-H,neg,UT_HILIC_NEG_52703,HILIC,untargeted,52703.0,0.909976,Gly-Leu - 40.0 eV,0.0,downregulated
UT_HILIC_NEG_56811,1946-82-3 CollisionEnergy:102040,,VEYYWZRYIYDQJM-ZETCQYMHSA-N,,C8H16N2O3,,,,14.838084,187.10853853707,M-H,neg,UT_HILIC_NEG_56811,HILIC,untargeted,56811.0,0.953515,1946-82-3 CollisionEnergy:102040,0.0,downregulated
UT_HILIC_NEG_32949,kynurenic_acid,,HCZHHEIFKROPDY-UHFFFAOYSA-N,,C10H7NO3,,,,7.090815,188.03510700211268,M-H,neg,UT_HILIC_NEG_32949,HILIC,untargeted,32949.0,0.950503,kynurenic_acid,0.0,downregulated
UT_HILIC_NEG_56265,N-Acetyl-L-glutamic acid CollisionEnergy:102040,,RFMMMVDNIPUKGG-UHFFFAOYSA-N,,C7H11NO5,,,,14.662843,188.0561661374261,M-H,neg,UT_HILIC_NEG_56265,HILIC,untargeted,56265.0,0.980136,N-Acetyl-L-glutamic acid CollisionEnergy:102040,1.0,insignificant
UT_HILIC_NEG_20326,N-Acetyl-L-methionine,,XUYPXLNMDZIRQH-LURJTMIESA-N,,C7H13NO3S,,,,4.5446677,190.05432184348788,[M-H]-,neg,UT_HILIC_NEG_20326,HILIC,untargeted,20326.0,0.973182,N-Acetyl-L-methionine,3.0,upregulated
UT_HILIC_NEG_63064,isocitric acid CollisionEnergy:102040,,ODBLHEXUDAPZAU-UHFFFAOYSA-N,,C6H8O7,,,,17.38129,191.0194994315847,M-H,neg,UT_HILIC_NEG_63064,HILIC,untargeted,63064.0,0.939459,isocitric acid CollisionEnergy:102040,1.0,insignificant
UT_HILIC_NEG_37072,4432-31-9,,SXGZJKUKBWWHRA-UHFFFAOYSA-N,,C6H13NO4S,,,,7.5344357,194.04885644175883,[M-H]-,neg,UT_HILIC_NEG_37072,HILIC,untargeted,37072.0,0.92951,4432-31-9,4.0,upregulated
UT_HILIC_NEG_53288,gluconic acid CollisionEnergy:102040,,RGHNJXZEOKUKBD-SQOUGZDYSA-N,,C6H12O7,,,,13.697168,195.05073724121848,M-H,neg,UT_HILIC_NEG_53288,HILIC,untargeted,53288.0,0.967851,gluconic acid CollisionEnergy:102040,1.0,insignificant
UT_HILIC_NEG_55122,1726059 - 40.0 eV,,RGHNJXZEOKUKBD-MGCNEYSASA-N,,C6H12O7,,,,14.202659,195.06057018404448,M-H,neg,UT_HILIC_NEG_55122,HILIC,untargeted,55122.0,0.897618,1726059 - 40.0 eV,3.0,upregulated
UT_HILIC_NEG_5431,Germicidin B,,SZBDLUWYHDLLAG-UHFFFAOYSA-N,,C10H14O3,,,,1.0452535,195.1025403836813,M-H,neg,UT_HILIC_NEG_5431,HILIC,untargeted,5431.0,0.797779,Germicidin B,0.0,downregulated
UT_HILIC_NEG_59426,"""N,N-DIMETHYLARGININE""",,YDGMGEXADBMOMJ-UHFFFAOYSA-N,,C8H18N4O2,,,,15.954122,201.1354833626654,M-H,neg,UT_HILIC_NEG_59426,HILIC,untargeted,59426.0,0.924699,"""N,N-DIMETHYLARGININE""",0.0,downregulated
UT_HILIC_NEG_8336,DL-Panthenol,,SNPLKNRPJHDVJA-UHFFFAOYSA-N,,C9H19NO4,,,,1.3900293,204.12399361081123,[M-H]-,neg,UT_HILIC_NEG_8336,HILIC,untargeted,8336.0,0.757467,DL-Panthenol,4.0,upregulated
UT_HILIC_NEG_18215,N-Acetyl-L-phenylalanine,,CBQJSKKFNMDLON-JTQLQIEISA-N,,C11H13NO3,,,,4.096724,206.0818896170549,[M-H]-,neg,UT_HILIC_NEG_18215,HILIC,untargeted,18215.0,0.795014,N-Acetyl-L-phenylalanine,3.0,upregulated
UT_HILIC_NEG_46814,Volemitol,,OXQKEKGBFMQTML-KVTDHHQDSA-N,,C7H16O7,,,,10.441356,211.0820201557109,[M-H],neg,UT_HILIC_NEG_46814,HILIC,untargeted,46814.0,0.890875,Volemitol,0.0,downregulated
UT_HILIC_NEG_58724,l-Alanyl-l-glutamine,,HJCMDXDYPOUFDY-WHFBIAKZSA-N,,C8H15N3O4,,,,15.596477,216.0986495749268,[M-H]-,neg,UT_HILIC_NEG_58724,HILIC,untargeted,58724.0,0.913928,l-Alanyl-l-glutamine,1.0,insignificant
UT_HILIC_NEG_30501,pantothenic acid CollisionEnergy:102040,,GHOKWGTUZJEAQD-UHFFFAOYSA-N,,C9H17NO5,,,,6.832878,218.1030932549853,M-H,neg,UT_HILIC_NEG_30501,HILIC,untargeted,30501.0,0.985029,pantothenic acid CollisionEnergy:102040,1.0,insignificant
UT_HILIC_NEG_60522,CARNOSINE,,CQOVPNPJLQNMDC-ZETCQYMHSA-N,,C9H14N4O3,,,,16.838198,225.0989902348082,M-H,neg,UT_HILIC_NEG_60522,HILIC,untargeted,60522.0,0.709751,CARNOSINE,1.0,insignificant
UT_HILIC_NEG_10557,2'-DEOXYURIDINE CollisionEnergy:102040,,MXHRCPNRJAMMIM-UHFFFAOYSA-N,,C9H12N2O5,,,,1.7453338,227.06712605003617,M-H,neg,UT_HILIC_NEG_10557,HILIC,untargeted,10557.0,0.820806,2'-DEOXYURIDINE CollisionEnergy:102040,3.0,upregulated
UT_HILIC_NEG_42272,Phosphoserine_Propanal (known isomers: 0; isobaric peaks in run: 0),,GPDWAVCJNHBOJR-YFKPBYRVSA-N,,C6H14NO6P,,,,8.917712,228.0635293491185,[M+H]+,neg,UT_HILIC_NEG_42272,HILIC,untargeted,42272.0,0.882639,Phosphoserine_Propanal (known isomers: 0; isobaric peaks in run: 0),0.0,downregulated
